label,text
__label__1,Not the worst but far from good: This film has the dubious honor to be included in the book "The 50 worst films of all time". It is definently not one of those but one can hardly call it a proper film either. It is rather a loose framework in which 12 new songs could be presented in a more or less natural manner. A great-great-grandfather of music videos and better than some of those!
__label__2,It Rises above the "Fluff" Books: The first thing that struck me was that it was easy to read. The print was readable and the illustrations were helpful. I did also find some grammatical errors as an earlier review said. But mostly it was very specific and practical. The chapters most helpful were on "emotional states" and music. It's hard to find a book on this subject that's across the board dealing with many different issues and this one addresses nearly every brain-related research issue from nutrition to memory. As a scientist who also works with high school students I found his translation of brain research into the classroom to be thoughtful if not enthusiastic. It's a tough subject to translate but I did get more than I thought I would out of the book. Mostly it helped me get past the hype and get into the real practical meat of the material. The book's far from perfect but it's the best I've seen so far on this topic.
__label__2,Itten The Elements of Color: I was so very pleased to review the art book which arrived in pristine condition. I would have rated it in Excellent condition rather than very good. I would like to thank the person who made it possible but have misplaced her name and address.
__label__2,Good follow-up to El Cielo.: A bit of a change this time for Dredg less progressive material more straight ahead rock tunes. I was a little disappointed in it. It doesn't have alot of stuff going on like with El Cielo which is pretty big compared to Catch Without Arms. But still this is the direction they chose to go in and it's definitely a very good one.
__label__1,Low class effort by High Class Band: This material represents why the 80's died the music is bland and poppy the Wilson sister's garnered their wigs and corsets and the the music became something of an inside joke to those mentioning real bands. Looking back at the cd the music is very dated and is caught in an era best left forgotten.
__label__2,Good Quality Cell Phone Holder: Contrary to other review I found my cell phone holder to be of very good quality and have used it for a long time now with no problems whatsoever.
__label__2,Loved it!: I LOVE Christmas movies and these are some of my favorites! I always bring them out when I am decorating and start enjoying the holidays!
__label__2,Charlie Brown Christmas was a Great Christmas Gift!: I gave this movie to a co-worker who loves all the Charlie Brown classics that are shown on TV. She was thrilled when she opened it!
__label__2,I ought to slug those R movie loving critics! "They don't know entertainment" as Krusty would say: I do love "Charlie Brown's Christmas" a joy for the entire family young and old. A Christmas play is being directed by Charlie Brown and everyone is complaining. Charlie is sad because he doesn't know the true spirit of Christmas and his friend tells him the spirit of Christmas. The play was never finished though.I like this toon because "Charlie Brown's Christmas" had the guts to tell about Gabriel telling the shepherds about the Good news that Baby Jesus was born in the manger. I would recommend this to all!
__label__2,Charlie Brown Christmas: One of my favorite Christmas shows of all time! Great service from the provider.
__label__2,Proof that good things are built to last: When Mr. Schulz and Bill Melendez decided to launch this half-hour special for TV there were many things against the odds: The music subject treatment and Linus's Bible reading were unlike anything else tried on TV before. Work was done in just 4 months flat (considering the lot of work that goes into an animated feature) and a lot of money and resources were put at stake. Lucky for them - and a lot of us - "Sparky" hit the nail on the head. This film was the absolute winner of next year's Emmy awards for television for kids programming along with more accolades and recognitions. I think the different treatment of the Christmas theme present on this film has captured interest across generations and in true Peanuts' style is something that makes you ponder beyond the obvious. One of those films that will never fade out and that are enjoyable beyond the season.
__label__2,great Christmas gift: This is a classic Christmas tale and was a wonderful gift. I bought it for my friend and she said she will watch it every year.
__label__2,Yahoo for Charlie Brown: Being able to watch something like A Charlie Brown Christmas whenever I want is so soothing to the soul. Especially since I get really busy around the holidays and can't always catch it on TV.
__label__2,Classic: Watched this with my two year old daughter for the first time this Christmas. It was nice to watch a classic movie that I grew up watching as a kid myself with her as well as with my hubby. The Peanuts gang is classic and simple. Love them!
__label__1,Not a real Rammstein album.: Bootleg collection of b-sides remixes and singles. Really why even bother?
__label__1,After a few months- broken: This charger worked fine for a few months but now charges so slowly that using the computer while it's charging drains the battery. Very frustrating. Very poor quality.
__label__2,Works great and half the price: This AC adapter works great for me with my Apple 15" Aluminum G4 Powerbook. Apple still wants to charge an insane price for this last-generation power supply but luckily Macally has a solution that is almost as nice for about half the price.It does not light up to indicate that it is charging (which is too bad it was a nice touch).
__label__2,Quite Satisfactory: This product works well with no problems so far. I have now had it for about a month and it keeps my iBook G4 running with no issues. It doesn't have the light that indicates whether power is being received but that's a minor thing. Also doesn't have the easy-to-use cable-wrapping things on the original but once again that's a mere quibble. All in all I am satisfied with this purchase.
__label__2,Great product at a great price: A replacement adapter for my 4-year-old G4 Powerbook was going to cost $80 from Apple. The Macally adapter is less than half the price and it's built like a tank -- the wires are thicker and the plastic is more durable. The only thing you might miss is having the yellow/green charging light...but that's more of a luxury and not a necessity. Highly recommended.
__label__2,Excellent Item!: I miss the lighted ring telling you that the charger is charging but for 1/2 of the price of Apple's replacement I can do without it!The LED iS BRIGHT and cool bluish color. The cable that breaks on Apple's charger is noticeably thicker on this charger.Get this. You'll not regret it.
__label__1,Off and on: Its hard to find these types of chargers since Mac switched to the magnetic type. Its hit and miss with the working. My battery indicator switches from charging to not in a blinking fashion.
__label__1,Cheap Doesn't charge dangerous power cord: This is one of the most poorly designed and implemented chargers around. I own a 15" Powerbook G4 (which this is listed as being compatible with).The problem is that this isn't actually a 65watt power cord... so don't expect to use your computer while it's charging... and don't expect to be able to touch the "brick" as it's plugged in you'll burn yourself.I've returned this item and got a charger from another company for just a few dollars more that works a TON better.
__label__2,So much better than the apple version!: I love it it's LONG and the connection is secure and it doesn't get hot! It's wonderful!
__label__2,Good product at reasonable price: Though the output of this power supply is lower than the Apple supply it seems to work fine--and it is very reasonably priced. Too bad that Amazon stopped carrying the supply.
__label__1,If you're tempted to throw away $30....: I bought this charger near the end of May of this year and it stopped working about 2 weeks ago. It is not the same charger as in the picture with the gray cord. It looks just like most of the other generic chargers available on Amazon. It charges quite slowly (ibook g4 14"). I have a brand new APPLE brand battery so I don't think it has anything to do with that or the computer. From now on I will stick with the cheaper generic chargers until my computer is totally dead.
__label__1,Plug DOESN'T work with the iBook G4: This product is advertised to work with the iBook G4 but it does NOT.This plug looks fine but despite what the product description stats it isn't compatible with the 3- to 5-year-old version of the 12-inch iBook G4 which I own and now must buy yet another plug for after this one didn't work.Consider yourself warned.
__label__2,Another Binchy Great: This book takes a typical family examines its seperate members and then provides a look at the whole with the knowledge of the secrets each member has.I enjoy Binchy's style of writing interconnected stories that weave together. She pulled it off first in Lilac Bus and now Silver Wedding.
__label__2,TU VIDA JAMAS VOLVERA A SER LA MISMA: Despues de leer este maravilloso libro mi manera de ver la vida es muy diferente todo tiene sentido y gracias a estos conocimientos he podido ayudar a otras seres a vivir su vida con un proposito que es ser mejores cada dia para pasar de nivel en nuestro crecimiento espiritual; este libro no es para aquellas personas que le tienen miedo a la verdad; pero si te atrevez a leerlo te aseguro que tu vida jamas volvera a ser la misma.ATREVETE!!!
__label__2,Deep view of what counts for run and growing an organization: I will say that the concept this book adds of "playing with future" is the utmost importance for many of us who were tough by experience to survive and keep it running. The most important thing about work is to get it done...if not...it equals all us..we all lose That does not help a lot any organization. This books deals about how to get it done self sustained and fruitfull
__label__1,book only no jacks: I bought this book from Amazon in used condition but 'like new'. Little did I realize or even think about that it didn't come with the jacks and ball. Now I have to try to find the right size jacks (not jumbo ones) and a ball. I guess you get what you pay for!
__label__2,Thomas connector tracks: The Thomas wooden track connector pieces is just what was needed when setting up different designs. Sometimes when setting up a new design my 4 year old grandson whould end up with no way to connect the finish. These pieces have helped with that problem.
__label__1,Plain and Simple: A Journey to the Amish: This is a very disapointing book. The author makes the complexe Amish community that forgave the muders of their young daughters at Nickle Mine school into one diminsional Disney characters. There is no tension conflict or any of the human conditions that make people real just a oh so sweet group of simple people.Of course that does not allow us to learn anything from the Amish and I am sure there is a lot to be learn from them.The author is very self absorbed when she tries to draw any lessons from her time with the Amish. There were spots where I though "O please get over yourself". I didn't finish the book it was a waste of time.
__label__1,Not Very good: I dont advise buying this grider it broken when i pressed it. the plastic is very fragile and dont support the pressure requered for grinding the pepper.
__label__1,Cannot adjust for coarseness: The description says you can adjust for coarseness of the salt/pepper but there is no such knob on the mini grinders. We replaced the store bought salt with sea salt and now the grinder doesn't work. Disappointing.
__label__2,Solid Effort...But Missing a Spark: Statheads and fantasy players know that the value of this book is to be found in its statistics and projections for future performances. Anyone playing in a long-term keeper league will benefit by keeping this near them on draft day as they look for prospects to take flyers on. The stats in this book are as good as ever as is the top-100 prospect list.This edition falls flat in its essays. In the past the essays read like great magazine articles that mixed stats and narrative in a 1:9 ratio. This year's essays are far more statitically driven and are written in a 3:6 ratio meaning that the flow of the articles is interuppted frequently by data analysis.This makes the book far dryer than usual and more of a chore to get through. It's still invaluable as a reference tool but as entertainment it falls a little short.
__label__2,My Girl Likes It: My two and half years old girl likes it so much and every I want to allure her to bed to sleep I will say read I Spy in bed.
__label__2,Still a great book: The Winds of light books are great! This one is no exception but I like the first 6 the best. The only reason I gave this book a 4 star rating is because the other 6 were better. I would of gave it a 5 if I had not read the others.
__label__1,I could have spent my money better: This book did not move me at all. The plot is unrealistic and the characters are shallow; they do not seem like real people at all.
__label__2,Terrific Reference for Identifying Butterflies: Is that a monarch a viceroy or a queen butterfly? To identify butterflies look through the Field Guide to Butterflies of Texas. The next time you can tell that it was a tiger swallowtail and not a zebra swallowtail or a spicebush swallowtail.Children are fascinated by insects and butterflies as well. Teach them to appreciate nature. Learning the names of butterflies is a good way to start.
__label__2,Climalite works as intended: More visually interesting than plain white and the material is definitely better for dampness than plain cotton. But please don't wear them with sandals they aren't that visually interesting!The bottom black part is thicker but not thick enough to pill or get natty with use...you know what I mean...thick socks have a way of breaking down with wear.The uppers the white and colored part are thin stretchy and breathable flexible enough as well to pull down slightly in the rear to make them no-shows if you choose.
__label__2,I was there: I liked the way Butler filled in the history of the Queen Mary andQueen Elizabeth.He also told a very good clear picture of lifewe lived aboard ship. On page 92 second phargaph tells of a March1945 crossing . I was on that passage and well remember hearingthe depth charges explodimg.I still have my white tag and cabinwith number on D deck.To verify my memory I checked my discharge and called our coplit yes he remembered hearing the depth charges.This tolded of the vital roll these two great ships played inwinning of the war.Many of these things where new to me and I was there.
__label__2,Course Book: Well it is only for my course called fundamnetals of socal research but its very expensive indeed. Just wanted the first to make a comment thats all.
__label__2,Leadership Made Spiritual: Maxwell succeeds in creating a new way to experience leadership principles and the bible. I have used this as a guide for my youth group's leadership program (highshcool juniors and seniors) and it has been perfect. This is an excellent gift idea for anyone who has interest in leadership and believes their christain faith is critical to their approach.
__label__2,Absolutely incredible: I was so happy with Dolly's "Hungry Again" and her return to real country. I like new country -- but now it is just like pop music. Quite a few one-hit wonders. But Dolly Parton like Tori Amos and Ani DiFranco (two that came to mind) makes an entire album of great music instead of an album that showcases two hit songs. If you like folk/indie music I think you will love this bluegrass album. Her cover of Johnny Cash's "I Still Miss Someone" gave me chills. My favorite song is definitely "Will He Be Waiting For Me." This is bluegrass but I definitely like a female singing it. It just mellows it out. Dolly has now put out two great albums and with rumors of her possibly going on tour I couldn't be happier. I'm 26 have been listening to her since I was little and have never gotten to see her perform live. But this album the critics aren't just praising a country hall of famer -- the album deserves every wonderful word.
__label__2,Has-Been? THINK AGAIN!: As a child I grew up in Knoxville TN watching Dolly Partin on the Cas Walker Farm & Home Show. I remember her singing Bluegrass back then and didn't really appreciate what I was hearing. Unfortunately she got away from her roots. Now she has returned with a brilliantly crafted CD that has critics and her fans screaming her praises. Dolly's voice is perfectly suited to singing Bluegrass and shines through like a beacon in the dark. The arrangements are simple and understated and the song selection impeccable. (As a Tenneseean I wish she would have included her awesome version of Rocky Top or at least updated it.) Dolly's gonna give a lot of fellow artists a run for their money this year at the Grammy's with The Grass is Blue and Trio II. A Top 10 CD if I ever heard one!
__label__1,Band saves CD: As usual Dolly continues trying to sing but has no voice. The musicians are the only good thing about this recording. She's attempting to sing country songs Bluegrass style and it doesn't work.
__label__2,Almost perfect CD: The only reason I am giving this CD 4 stars instead of 5 is because it is too short! Lhasa's voice is sultry sad and powerful. The music is haunting yet airy. Perfection!
__label__2,The Castle in the Attic: I would recommend this book to any kids who love a great adventure. I was on the edge of my seat the whole way through the book. I especially loved the Silver Knight and how he became friends with William. Go get this book!
__label__2,non stop adventure: This was a great and is very magical. A young boy's nanny is leaving and gives him a small castal as a going away present but it turns out that the night that came w/the castal is a real night that has been shrunken and turned to stone. The young boy breaks the spell that an evil sorcerer has put on the night and goes back to his time to stop the wrong that the sorcerer is doing. Will he stop the evil sorcerer or will the evil sorcerer stop him you will find out in this incredible story of magic and adventure!!!
__label__1,worst book in the world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!: This was the worst book I have ever read in my entire life! I was forced to read it for school. It was complicated and very boring. I would not recommend this book to anyone!! Please don't waste your time and money to read this book!! Read something else!!
__label__2,excellent: Good price excellent design and shipped well.Would've been better if the vendor also provided personalized engraving.
__label__2,Best witch book i've ever read!!!: Spellbinder was the 1st Night World book I have ever read.I recomended this book to ALL my friendsand I recomend it to you also. L.J. Smith is a very talented writer and I plan to read ALL of her books to come.
__label__2,To many issues: The story is very interesting and the action and enemies are awesome but the game just has to many technical issues. I think they rushed to get it on the shelves ASAP. Tech problems are my only quirk with the game.
__label__1,Angel of darkness is correct: This game is the angel of darkness - THe control system is impossible - The menu screens are ridiculous and bulky to manage - I have played all the tomb raider games - This one is near to unplayable - This thing went straight to EBAY - save your money for something good - THE TR people need to do something fresh with this character like send her to space or something - jeez - the franchise is getting old and stale due to lack of innovation and change.
__label__1,a terrible product: this is not well manufactured i recieved it in a timely manner. but the product is poorly constructed my husbandand i put it together easily but the cotter key to hold on the wheels are made of flimsy material might as well have been foil. and the screws didn't fit well. i was really disappointed in it. DON'T BUY IT SPEND A LITTLE MORE AND GET A BETTER ONE. HOPEFULLY IN OTHER WORDS POOR DESIGN EXCUTED WITH SUB STANDARD PARTS.
__label__1,BUYER BEWARE: This is the biggest waste of money I have spent in a long time. It didn't even make it through one bag of leaves. I would demand my money back but it would cost too much to send back. Can't believe Amazon still has this piece of trash in their online shopping department. Take my advice and save your money!!!!!I would have given it no stars but didn't have that option. In my opinion it rates 00000 stars....
__label__1,Didactic melodrama: I have read enough to know when I'm being preached to and Huxley is unsuccessful in masking his assertions re: the human condition in The Island. I was very disappointed since Huxley has the ability to write well even about esoteric subjects (see The Perennial Philosophy for instance) but ends up just making a hash of it here. Not highly recommended.
__label__1,Software is Horrible!: This software is not user friendly. The samples don't help. I would imagine that if I sat down for a few hundred hours I could figure out were the dots go. The whole interface just doesn't make any sense. It's very time consuming. Total waste of 30 dollars at the Apple store.
__label__1,Biography of Wright and his works: Easy reading book which I would recommend for those who want a sort of "executive summary" of the story behind Wright and his works. Having said this I found the depth and detail lacking for those who have read extensively about this architect whose noteriety is growing with time. Not for collectors unless you (like myself) want the book to help fill a spectrum of the vast number of publications which continue to come into popular view.
__label__2,The Top Ten List for Christians byJames W. Moore: A bit simplistic at times but got some good discussions goingin our Sunday School class (Methodist). Would recommend itfor Contemporary Adult Sunday School classes or Bible studies.
__label__2,Live it: Still have this works great my food is kept fresh inside the dome so has a good seal to it.
__label__1,elem diff e-q's: While the shipping was AMAZING the book itself is not much use other than as a list of problems. The text explaining the theory behind is written like sandpaper and often jumps around leaving important processes out. It would be a very hard book to use as a solo resource w/o an instructor leading.
__label__2,This is really cool!: This is a really cool record to own. My Favorite Muffs albums are Happy Birthday To Me and Alert Today Alive Tomorrow so I like their later material. This Hambuger is a lot of early stuff and some later but I really like it. I think its cronilogical and its interesting to hear how they've improved with time. Good cd!
__label__1,Very Disappointing.: I was hoping that this band would have evolved in some or any degree over the past decade but sadly they have not. Having the courtney love message on this cd is further testament that this band is tapped out. Now that Kim is in her 40s you'd think there would be more emphasis to release a breakthrough cd rather than these out-takes from the past.
__label__2,A carefully constructed read.: This book is structured such that on all the even pages there are a short pithy quotes that summarize the textaul body of the book on the odd pages. The book is written in the style of a manual so that you can dip into it at any point with no need to refer to material that came before.The basic thesis of the book is if you want to enjoy life you have to place one hand on the tiller and steer yourself towards the people places and things that you like. A way to chart your course is taken from Alan Lakein's "How to get control of time and your life" which is an excellent book. Strategies for dealing with misteps are also covered.The author tries overtly to avoid religion but a slight Christian undertone runs through the book probably unintentionally because of the author's and those he quotes cutltural background.
__label__2,Almost perfect: Stockings are not easy to find where I live in Northern California and I cannot stand to wear panty hose. I decided to try these stockings that was recommended by the site I used to find a garter belt. I really like the stockings. They are darker black than the picture depicts them. I prefer off-black. The lace top is a little tight with not too much stretch so if you have large thighs you might not like them. The next order I will order one size larger for that reason although I do not have large thighs. My husband really likes them and the fact that I like them makes him happy. I will buy more.
__label__1,Not Stainless: These may look like brushed stainless steel but they are not. The magnet that is glued to the back of these is about 3/8" and will not hold anything heavier than a very light potholder. I tried hanging an apron on it and it fell to the bottom of the refrigerator. If you are crafty and can remove this tiny magnet and attach a larger stronger magnet - these hooks will be useful. Otherwise they are not worth anything. I guess you get what you pay for.
__label__1,What a disappointment!: I am a big Belva Plain fan and have always enjoyed her books. After the Fire is a disappointing read. What bothered me the most is the character of Hyacinth-what a weak and stupid woman! She is not believable at all. Any mother will fight to the end for her children. I kept hoping she would snap out of it but she never did. She just kept trusting stupid men and believing them. I will think twice before spending money on another Belva Plain novel in the future.
__label__1,You get what you pay for.: I was expecting a bigger set so was surprised at how small it was. I should have spent more for a better set but it will have to do for now.
__label__1,junk!: Don't buy this! Didn't even come with all the screws. You could build a better set with twigs. Skip it.
__label__2,fireplace tool set: Good product. Got it in a timely manner. Does exactly what it is supposed to do. Not too expensive and just as good as the rest of the tools that are over priced. The tools work great and have been used a lot this winter.
__label__1,Failed to Work: I was unable to get this game to work in Windows Vista. I inquired about a patch but did not receive a response.
__label__2,Long Hot Summer: Sweet Dream Baby by Sterling WatsonOn a sultry summer river two young people explore small town life in the backwater of Florida . This tapestry of a story mesmerized me with its rich characters and tangled landscapes its troubled families and brooding mysteries. If you appreciate musical prose and gripping plots you will relish this haunting book. I can't wait for the sequel so I can learn more about Travis and Delia.
__label__1,Boring ...: I bought the book because I read the review and it look interesting and funny. But after the first pages I knew that this was a mistake. Is very repetitive and some of the content really ridiculous for this age and time.
__label__1,Stuck With You: I didn't really like the book. If the author didn't write the sex portion of the book there would not have been much to write about. What happened with Nick and the law suit. It was barely mentioned. She could have written more about that and less the descriptive sex.
__label__2,None: Awesome.... simply awesome. I couldn't put this down and laughed smiled and even got tears! A brand new favorite author.
__label__2,Witty and clever.: This was a really fun read. The dialogue was witty and clever. I really enjoyed the progression of the romance. It probably could have been tied up a little sooner. The last 10th of the book kind of drags out the story with storyline that should have been introduced sooner or ended before it was introduced. I do wish more of Nick and Rachel's storyline had been included just because I enjoyed their banter and potential. I recommend to any modern romance fan.
__label__2,Glorify Thy Name w/ Kent Henry: Great! This is a Kent Henry praise and worship classic - you can not go wrong with this one. Do not sleep on Kent Henry. I've mentioned in previous reviews that he is one of my favorite praise and worship leaders. This man is gifted anointed and sings many spontanious praise and worship songs. Although there are no spontanious songs on this one his CDs from his independent labels are loaded with them. He has a talent for ushering believers into God's presence.The songs are a mixture of upbeat and mellow classics. This is a must have. This CD is out of print and if you can get your hands on one - do it quickly!
__label__1,Still yet to recieve: I am still yet to receive these items that I purchased 4 months ago. I've tried everything to track where they might be but no success!!!
__label__1,Lousy RF range; ON worked from further away than OFF: The range of use was practically useless. I could get about 10 - 15 feet of range for the "ON" button but had to put the remote right against the receiver to get the "OFF" to even work. I bought this particular model because it had discrete on and off buttons to make it easier for my elderly mom to figure out (was supposed to be used to remotely reboot her cable modem located in the basement) but in the end it was too flaky to let her fuss with it. I switched to a different unit which had about 50 feet of consistent reliable range and tossed this one in the junk drawer.
__label__1,Left me feeling wanting.........: Somehow if I had spent the time reading the book a little before purchasing I wouldn't have bought it. He talks extensively about competition rigs rules etc. which I had no interest in. I have yet to see a gun rag writer talk honestly about guns. Ever see a bad review in ANY of the gun magazines?
__label__2,Gun Digest 1911 Review: This was purchased as a Christmas gift. Excellent tutorial and very entertaining. The detailed discriptions and the pictures were informative. I spoke with the recipient of the gift after Christmas and he agreed. I really appreciate Amazon's speedy service.
__label__1,THIS CD SUCKX!!!!!!!!!!!!!!: I WAS LISTENING TO THIS CD AT MY FRIENDS HOUSE AND IT REALLY SUCKED!!!!! IF SOMEONE IS ITNERESTED IN BUYING THIS DON'T IT'S A WATSE OF YOUR MONEY!!!!!!!
__label__2,LIvely Experimental Synthesizer Jazz with Global Fusion: This CD has instrumental experimental Jazz and near trance synthesizer pieces. Some of the rhythm patterns have a Latin flavor and feel very danceable. Others remind me of chill out lounge music. A few selections have some subdued vocals that are more part of the background rather than the foreground. I enjoyed the selections and liked working with them in the background. I have not heard the other volumes in the series and so I cannot compare them with each other. My only reservations about this collection is that the mood between selections is not always consistent some are more mellow and some are more lively. But the mood of the CD is more consistent than a lot of collections I have heard. Some of the pieces are more experimental than the others and are interesting studies. Two of them felt slightly dissident to me but the experimental sound still felt worth hearing.
__label__2,CUT IT UP DEF: IT'S OLD SCHOOL JAMS!!! I HAVE SEARCHED AND SEARCHED FOR THIS CD FOR THE LONGEST. I HAVE FINALLY FOUND IT!!! NOW I HAVE TO PURCHASE IT.
__label__1,I do not recommend this vacuum: We bought this Emer Galilieo vacuum cleaner for about $400 more than one year ago. The retractable cord broke after a short time. We had to send the vacuum to NJ to get it repaired by using the warranty. After a month they sent it back with the same problem and the on-off button was broken as well! I called the customer service and asked for refund or replacement and they were kind enough to replace the vacuum with a new one. This vacuum is very powerful however the handle (hose) is kind of heavy and the hose twists frequently and makes it difficult to use. By considering its high price I guess there should be much better choices than this one if you are looking for a powerful canister vacuum cleaner.
__label__1,More Fiction than fact: Donal Cline clearly demonstrates his inability to distinguish fact from fiction. I find his book to be biased (towards the Murphy-Dolan faction) poorly researched (claiming that Billy the Kid was known as Michael McCarty) and his findings to be very questionable (presents evidence without veryfiable sources.)After reading this book I asked myself why did Cline write this book? He seems to not think to much of "Billy the Kid" so why write a book about him? Why not stick to your true passion and write a documentary about James Dolan and L.G. Murphy.
__label__1,waste of time and money!!!!!!!!!!!!!: The Squiggler fell apart at second use with no way to put the prongs back into the base. This is a worthless piece of junk! Do not waste your time on this sub-standard horribly designed and made product!!!!!
__label__2,CO alarm: Easy product to install. No fuss. Plug it in. It is out of sight behind a couch. I am satisfied.j.
__label__2,Easy as it can be.: I bought the First Alert CO600 for two reasons. I own a rental unit and California requires a carbon monoxide alarm in each one. The second reason is the price. I ordered this unit and had it delivered to my rental unit. The lady who rents from me is not mechanically inclined at all but she had no trouble with setting this up. She's completely happy California is happy and I'm happy.
__label__1,"THE ROCKETS RED GLARE" ???: This over-priced pain in "the sitting area" has an always-on glaring RED light.*Red lights are commonly used to warn of an immediate danger that requires attention NOW.*NO-I don't have a carbon Monoxide problem. The red light also stayed on for a week when I plugged it in to an outside plug.
__label__2,Absolutely great tripod for movie camera: excellent and cheap...panning acts almost like the $400+ tripods for movie cameras...and the controls in the handle add to the convenience and control of "shaky" movement...sold...stable...tall...worth the price
__label__2,A written masterpiece: I first read this book in 1984/85 while in high school and I have bought copies for several friends in the last 15 years. I plan on giving this book as a gift to everyone for Xmas with a basket of white and yellow candles. I read this book at least 2 times a year for inspiration and guidance. Next to the Bible this book is a masterpiece unparalleled.
__label__1,Love Jerry and Dean just not this version: I was very disappointed with this....I realize it is a 1950 film however the sound and picture were off much if not all of the film. Additionally it wasn't listed as a DVD-R but is. Wish it had been a better quality production with sound and picture in sync as I really wanted it for my collection.
__label__2,Dense with knowledge: This film is filled with informative interviews which is great. This film is also subtitled. Not so great. Definately worth an afternoon. Watch this film with intention because it is filled with teachings visual cues and subtitles.
__label__2,I'd give it 6+ stars if I could!: The cover blurb on this book says it all: "For office slaves Internet addicts and stressed-out students." (ha! I am all three) If you are like me and have looked at many a Yoga book but put them aside due to the difficult positions/instructions or the time involved but still want to feel better relax and also rejuivinate AS well as relieve the symptoms of the computer age then this is the book for you. A definate must-buy!
__label__2,An American Treasure: Charles Brown is an American treasure. His blues piano stylings are the perfect compliment to his unmistakable vocals. The selections on this cd are typical of the high quality music that CB has produced his entire life. Buy this cd. Buy any cd by Charles Brown. You won't regret it.
__label__1,not finding comfort in food: I have read this book in search of a way to view my body and my self more positively. However this book claims that only the overweight or people with eating disorders lack self-confidence. It is not true obviously. I am not overweight and never had any eating disorders but I just don't have a positive self-image. So if you're like me don't read this book. I couldn't relate to it. The title is misleading.
__label__2,Typical Thomas video all about James: THe biggest problem with this DVD is the order of the episodes as someone has complained about in many other video reviews. Several episodes specifically refer to an episode where a bootstrap is used on James's brake line. The episode in which this actually occurs is one of the last on the DVD. It would have taken like 10 more minutes to have the videos play in chronological order. Other than that it is a good DVD with 8 Thomas and Friends stories in which James is prominent. I have a personal complaint too. I purchased this in a store not online. Even though the box said it includes a bonus WOODEN train. My box actually had a TAKE ALONG Bertie in it. My son didn't have a Bertie so I was eager to get it but I didn't realize it was a metal take along kind not a wooden series. My son has no other take along items because we think the wooden series is far better.
__label__1,Inexpensive but poor quality: The set was shipped with a carrying case that was covered in an oil-like substance and either the oil or the case itself smelled horrendous. Also the punches are very dull and not uniformly sharpened (or dulled however you look at it). I have difficulties cutting through even thin soft silicone sheets. Sharpening them with a rotary tool helps but I feel I shouldn't have to do that with a brand "new" product (which I am sure is actually repackaged). I can't imagine using them for metal let alone most rubbers. Despite the very affordable price I would NOT have purchased this set for the above reasons.
__label__1,Dull and dirty: Well I don't usually write reviews but I feel the need with this product.1rst. They were caked with mud ...what's up with this?2nd. They are dullI guess they can be sharpened ..we'll see
